,accommodates,review_scores_rating,bedrooms,bathrooms,beds,price,geometry,X,Y
8084,2,96.0,1.0,0.5,1.0,40.0,POINT (1492661.245396265 6900864.121211581),1492661.2453962648,6900864.121211581
8085,2,95.0,1.0,1.0,2.0,96.0,POINT (1492506.828076809 6899811.56070313),1492506.828076809,6899811.56070313
8086,5,99.0,2.0,2.0,5.0,195.0,POINT (1492145.086406979 6899799.713886325),1492145.0864069795,6899799.713886325
8089,2,100.0,1.0,1.0,1.0,35.0,POINT (1492146.257583864 6898477.240739417),1492146.2575838638,6898477.240739417
8090,4,80.0,2.0,1.0,2.0,75.0,POINT (1492067.113790316 6899993.719013314),1492067.1137903158,6899993.719013314
8091,3,94.0,1.0,1.0,3.0,91.0,POINT (1492500.141381903 6898709.527198493),1492500.141381903,6898709.527198493
8092,2,100.0,1.0,1.0,1.0,50.0,POINT (1493087.570601816 6899581.560880458),1493087.5706018158,6899581.560880458
8093,2,80.0,1.0,1.0,1.0,70.0,POINT (1492970.904018813 6900135.97301752),1492970.9040188133,6900135.97301752
8094,4,100.0,2.0,1.0,2.0,56.0,POINT (1492886.03196017 6899807.550303815),1492886.0319601696,6899807.550303815
8095,4,98.0,2.0,1.0,2.0,61.0,POINT (1492909.110702288 6898641.032317933),1492909.1107022876,6898641.032317933
8096,2,84.0,1.0,1.0,2.0,70.0,POINT (1492979.796699843 6900278.375184374),1492979.7966998427,6900278.375184374
8097,2,88.0,1.0,1.0,1.0,20.0,POINT (1492284.532446995 6900983.01890019),1492284.5324469954,6900983.0189001905
8099,4,98.0,3.0,1.0,5.0,90.0,POINT (1492765.644665528 6900482.692181574),1492765.6446655276,6900482.692181574
8100,2,88.0,1.0,1.0,2.0,49.0,POINT (1492199.577816011 6899622.360639601),1492199.5778160112,6899622.360639601
8101,2,93.0,1.0,1.0,1.0,30.0,POINT (1492252.063626152 6900111.297230664),1492252.0636261525,6900111.297230664
8102,2,80.0,1.0,1.0,2.0,40.0,POINT (1492644.366365954 6901010.471581753),1492644.3663659538,6901010.471581753
8103,2,98.0,1.0,1.0,1.0,70.0,POINT (1492949.643557147 6899462.278274701),1492949.6435571471,6899462.278274701
8104,4,89.0,2.0,1.0,2.0,69.0,POINT (1492015.210637274 6899694.496744722),1492015.2106372737,6899694.496744722
8105,2,100.0,1.0,1.0,1.0,65.0,POINT (1491977.348986023 6899830.545668947),1491977.3489860226,6899830.545668947
8106,4,93.0,1.0,1.0,2.0,68.0,POINT (1491854.327028464 6900543.578448118),1491854.3270284643,6900543.578448118
8107,2,89.0,1.0,1.0,1.0,50.0,POINT (1492144.143525657 6900279.840243869),1492144.1435256568,6900279.8402438685
8108,4,90.0,1.0,1.0,2.0,85.0,POINT (1493147.504752986 6900077.105410634),1493147.5047529857,6900077.105410634
8109,1,100.0,1.0,1.0,1.0,45.0,POINT (1492805.984248884 6898712.486793009),1492805.9842488843,6898712.486793009
8110,2,93.0,1.0,1.0,1.0,60.0,POINT (1492059.158145838 6899895.963046697),1492059.1581458382,6899895.963046697
8112,2,87.0,1.0,1.0,1.0,22.0,POINT (1491795.14010085 6900942.937162745),1491795.14010085,6900942.937162745
8115,5,100.0,2.0,1.0,2.0,150.0,POINT (1492098.538602387 6898537.508201722),1492098.5386023866,6898537.508201722
8116,4,97.0,1.0,1.0,2.0,100.0,POINT (1492216.12023529 6900241.465186317),1492216.1202352904,6900241.465186317
8119,2,99.0,1.0,1.0,1.0,49.0,POINT (1492871.026309595 6900290.285525559),1492871.0263095954,6900290.285525559
8120,2,90.0,1.0,1.0,1.0,25.0,POINT (1493000.915374441 6900388.995667969),1493000.9153744408,6900388.995667969
8121,2,100.0,1.0,1.0,1.0,120.0,POINT (1492649.578018058 6899366.391460211),1492649.5780180576,6899366.391460211
8122,3,100.0,2.0,1.0,2.0,80.0,POINT (1492546.921575591 6901149.986624895),1492546.921575591,6901149.986624895
8123,2,100.0,1.0,1.0,1.0,35.0,POINT (1493014.330924076 6900101.959074439),1493014.3309240758,6900101.9590744395
8124,1,20.0,1.0,1.0,3.0,77.0,POINT (1492585.151864434 6900819.824686919),1492585.1518644344,6900819.824686919
8125,4,100.0,2.0,1.5,2.0,95.0,POINT (1492393.438882217 6899478.7717695),1492393.4388822166,6899478.7717695
8127,4,97.0,2.0,1.0,4.0,89.0,POINT (1492185.279602577 6900560.166106065),1492185.2796025772,6900560.166106065
8128,5,95.0,1.0,1.0,2.0,25.0,POINT (1492435.005545757 6901145.652345112),1492435.0055457568,6901145.652345112
8130,4,87.0,2.0,1.0,2.0,65.0,POINT (1493043.070066663 6900524.419076201),1493043.0700666627,6900524.419076201
8131,2,86.0,1.0,1.0,1.0,45.0,POINT (1491624.995339531 6900892.978650171),1491624.9953395312,6900892.978650171
8132,2,100.0,1.0,1.0,1.0,32.0,POINT (1492976.608464723 6898632.771066703),1492976.6084647235,6898632.771066703
8134,2,80.0,1.0,1.0,1.0,32.0,POINT (1492108.476474937 6901147.306409316),1492108.4764749366,6901147.306409316
8136,2,95.0,1.0,1.0,1.0,62.0,POINT (1493204.71903406 6900908.033442815),1493204.7190340604,6900908.033442815
8137,2,87.0,1.0,1.0,2.0,40.0,POINT (1492545.731127973 6898900.411666407),1492545.7311279732,6898900.411666407
8138,2,100.0,1.0,1.0,1.0,40.0,POINT (1491769.030084856 6900771.854166315),1491769.0300848556,6900771.854166315
8140,2,85.0,1.0,1.0,1.0,52.0,POINT (1492922.019825744 6899713.32175772),1492922.0198257437,6899713.32175772
8141,2,100.0,3.0,1.0,3.0,42.0,POINT (1493053.462925761 6898525.748857299),1493053.4629257605,6898525.748857299
8142,2,100.0,1.0,1.0,2.0,30.0,POINT (1491954.238891575 6901123.118183698),1491954.2388915746,6901123.118183698
8144,2,95.0,1.0,1.0,1.0,35.0,POINT (1491978.528434367 6899866.01185353),1491978.528434367,6899866.01185353
8145,2,92.0,1.0,1.0,1.0,35.0,POINT (1491884.739432871 6899671.491594607),1491884.7394328709,6899671.491594607
8146,4,90.0,1.0,1.0,2.0,53.0,POINT (1492493.459016897 6900851.369319866),1492493.4590168966,6900851.369319866
8148,2,97.0,1.0,1.0,1.0,45.0,POINT (1492458.987156644 6901006.45592853),1492458.9871566435,6901006.45592853
8149,2,95.0,1.0,1.0,1.0,25.0,POINT (1492778.391919529 6899502.582003504),1492778.391919529,6899502.582003504
8151,2,65.0,1.0,1.0,1.0,43.0,POINT (1492742.21731718 6899425.869948165),1492742.2173171795,6899425.8699481655
8152,2,92.0,1.0,1.0,1.0,32.0,POINT (1493121.653146174 6900723.333613166),1493121.6531461736,6900723.333613166
8153,2,98.0,1.0,1.0,1.0,55.0,POINT (1493188.453053104 6900104.198502343),1493188.4530531042,6900104.198502343
8154,2,100.0,1.0,1.0,1.0,65.0,POINT (1493182.457139341 6899988.09336328),1493182.4571393414,6899988.09336328
8155,4,98.0,0.0,1.0,2.0,59.0,POINT (1492815.924519983 6901538.942093151),1492815.9245199827,6901538.942093151
8157,2,100.0,1.0,1.0,1.0,30.0,POINT (1492598.417855406 6899867.724124657),1492598.417855406,6899867.724124657
8158,2,100.0,1.0,1.0,1.0,35.0,POINT (1492381.727000216 6900188.2412465),1492381.7270002163,6900188.2412465
8159,1,97.0,1.0,0.0,1.0,30.0,POINT (1493063.024497272 6899463.277110111),1493063.0244972715,6899463.277110111
8161,4,96.0,0.0,1.0,2.0,56.0,POINT (1491993.74469541 6898733.154039337),1491993.7446954097,6898733.154039337
8162,1,100.0,1.0,1.0,1.0,25.0,POINT (1492754.767811785 6899433.604917624),1492754.767811785,6899433.604917624
8163,2,98.0,1.0,1.0,2.0,35.0,POINT (1492192.187551485 6900604.216021018),1492192.1875514851,6900604.216021018
8164,2,100.0,1.0,1.0,1.0,35.0,POINT (1493102.089565881 6899420.995042328),1493102.089565881,6899420.995042328
8165,2,100.0,1.0,1.0,1.0,75.0,POINT (1492645.438257752 6899914.07885477),1492645.4382577522,6899914.07885477
8167,2,92.0,1.0,1.0,2.0,70.0,POINT (1492215.086286845 6899514.033564226),1492215.0862868447,6899514.033564226
8168,2,99.0,2.0,1.0,1.0,75.0,POINT (1493034.471016682 6900095.806602891),1493034.4710166825,6900095.806602891
8169,2,93.0,0.0,1.0,1.0,49.0,POINT (1492890.684592017 6900322.428446501),1492890.684592017,6900322.4284465015
8172,2,93.0,1.0,1.0,1.0,60.0,POINT (1491935.667458281 6899937.791967559),1491935.6674582814,6899937.791967559
8173,1,87.0,1.0,1.0,1.0,27.0,POINT (1492869.054910382 6900929.086544864),1492869.0549103816,6900929.086544864
8174,2,100.0,1.0,1.0,1.0,30.0,POINT (1491802.629063287 6900666.020085796),1491802.6290632873,6900666.020085796
8175,2,100.0,1.0,1.0,1.0,55.0,POINT (1492046.115571972 6900807.822776385),1492046.1155719715,6900807.822776385
8176,2,100.0,1.0,1.0,1.0,59.0,POINT (1493010.478241336 6898936.95135039),1493010.4782413358,6898936.95135039
8177,1,60.0,1.0,1.5,1.0,21.0,POINT (1492847.390699062 6899302.976262627),1492847.3906990623,6899302.976262627
8178,2,97.0,1.0,1.0,1.0,29.0,POINT (1492721.278549325 6899934.973033809),1492721.2785493254,6899934.973033809
8179,2,70.0,1.0,1.0,1.0,65.0,POINT (1492206.960357391 6899861.440373575),1492206.960357391,6899861.440373575
8180,6,95.0,1.0,1.0,2.0,75.0,POINT (1493047.034014321 6899734.858845542),1493047.034014321,6899734.858845542
8181,2,100.0,1.0,1.0,1.0,40.0,POINT (1492863.003061182 6900646.100110248),1492863.0030611823,6900646.100110248
8182,4,97.0,1.0,1.0,2.0,40.0,POINT (1492823.676481239 6901072.070520948),1492823.6764812386,6901072.070520948
8183,4,100.0,2.0,1.0,2.0,75.0,POINT (1492706.366790958 6899660.798113222),1492706.3667909577,6899660.798113222
8186,4,100.0,1.0,1.0,2.0,150.0,POINT (1492922.379205007 6900337.718465446),1492922.379205007,6900337.7184654465
8187,2,91.0,1.0,1.0,1.0,32.0,POINT (1492428.564088579 6899749.690077903),1492428.564088579,6899749.690077903
8188,3,98.0,1.0,1.0,3.0,70.0,POINT (1491843.557091666 6899747.569589489),1491843.5570916664,6899747.569589489
8189,4,100.0,2.0,1.0,2.0,50.0,POINT (1492624.357158805 6900168.539943178),1492624.3571588048,6900168.539943178
8190,4,100.0,1.0,1.0,2.0,45.0,POINT (1492393.252917584 6901149.608426768),1492393.2529175843,6901149.608426768
8191,2,90.0,1.0,1.0,1.0,55.0,POINT (1492941.902978626 6900783.555814728),1492941.9029786263,6900783.555814728
8192,4,97.0,1.0,1.0,3.0,62.0,POINT (1493064.109925102 6899336.009060709),1493064.109925102,6899336.009060709
8193,3,100.0,1.0,1.0,2.0,79.0,POINT (1492752.203825082 6899869.818295019),1492752.2038250817,6899869.818295019
8194,3,100.0,1.0,1.0,2.0,60.0,POINT (1492250.687777922 6901138.554031778),1492250.687777922,6901138.554031778
8195,2,100.0,0.0,1.0,2.0,35.0,POINT (1492777.004529181 6898649.919511972),1492777.0045291814,6898649.919511972
8196,3,80.0,1.0,1.0,1.0,26.0,POINT (1493076.080267915 6900736.920776577),1493076.0802679148,6900736.920776577
8197,2,95.0,2.0,1.0,2.0,58.0,POINT (1492427.257158493 6899370.374738111),1492427.2571584927,6899370.374738111
8198,1,87.0,1.0,1.0,1.0,34.0,POINT (1492216.408134564 6899903.952500195),1492216.4081345643,6899903.952500195
8199,1,97.0,1.0,1.5,1.0,30.0,POINT (1492984.616964018 6900337.934805678),1492984.6169640177,6900337.934805678
8200,2,99.0,1.0,1.0,1.0,35.0,POINT (1493158.658801101 6900741.926222675),1493158.6588011007,6900741.926222675
8201,3,96.0,1.0,1.0,2.0,107.0,POINT (1491932.238878197 6899893.41663646),1491932.2388781973,6899893.41663646
8202,2,98.0,1.0,1.0,1.0,105.0,POINT (1493025.089457813 6898875.624375147),1493025.089457813,6898875.624375147
8204,2,98.0,1.0,1.0,1.0,120.0,POINT (1491885.686789917 6899567.98875819),1491885.6867899166,6899567.98875819
8205,2,100.0,1.0,1.0,1.0,25.0,POINT (1492005.695459184 6900498.375921597),1492005.6954591845,6900498.375921597
8206,1,80.0,1.0,1.0,1.0,32.0,POINT (1493134.178134211 6900459.263370186),1493134.178134211,6900459.263370186
8208,2,90.0,1.0,2.0,1.0,35.0,POINT (1492196.361354764 6899694.481508548),1492196.3613547639,6899694.481508548
8209,4,40.0,1.0,1.0,4.0,68.0,POINT (1492615.437601182 6900675.444925556),1492615.4376011824,6900675.444925556
8210,4,80.0,1.0,1.0,2.0,87.0,POINT (1492904.648256814 6899683.306925339),1492904.648256814,6899683.306925339
8211,2,97.0,1.0,1.0,1.0,68.0,POINT (1492612.364952752 6899707.071651156),1492612.3649527517,6899707.071651156
8212,2,90.0,1.0,1.0,1.0,34.0,POINT (1492812.192400989 6901146.229502799),1492812.1924009887,6901146.229502799
8213,5,94.0,1.0,1.0,3.0,85.0,POINT (1492851.400495284 6899663.390342302),1492851.4004952845,6899663.390342302
8214,2,100.0,1.0,1.0,1.0,41.0,POINT (1492394.00552861 6901114.64071382),1492394.00552861,6901114.64071382
8215,2,93.0,1.0,1.0,1.0,30.0,POINT (1492980.675667882 6899960.639345251),1492980.6756678824,6899960.639345251
8216,2,100.0,1.0,1.0,1.0,27.0,POINT (1493056.818039192 6899333.853798),1493056.818039192,6899333.853798
8218,2,95.0,1.0,1.0,1.0,70.0,POINT (1492949.468278096 6899673.006455148),1492949.468278096,6899673.006455148
8219,2,85.0,1.0,1.0,1.0,50.0,POINT (1492050.41669101 6900839.627095817),1492050.4166910104,6900839.627095817
8220,2,90.0,1.0,1.0,1.0,50.0,POINT (1492909.901131992 6899446.30497215),1492909.9011319922,6899446.30497215
8221,2,100.0,1.0,1.0,1.0,27.0,POINT (1493101.074656842 6900278.303030214),1493101.0746568416,6900278.303030214
8223,2,100.0,1.0,1.0,1.0,34.0,POINT (1492494.594897537 6899711.497174736),1492494.5948975366,6899711.497174736
8224,5,100.0,3.0,2.0,4.0,140.0,POINT (1492024.157360287 6900224.993069531),1492024.157360287,6900224.993069531
8225,2,100.0,1.0,1.0,1.0,40.0,POINT (1491909.630337312 6900903.251564321),1491909.6303373121,6900903.251564321
8226,4,100.0,1.0,1.0,2.0,119.0,POINT (1492314.957396934 6898500.172545602),1492314.9573969336,6898500.172545602
8227,2,100.0,0.0,1.0,1.0,39.0,POINT (1492187.984549589 6900356.322500931),1492187.9845495895,6900356.322500931
8228,4,87.0,2.0,1.0,3.0,35.0,POINT (1492859.355056051 6899837.686569451),1492859.3550560507,6899837.686569451
8231,6,97.0,2.0,1.0,3.0,60.0,POINT (1492752.99545581 6900787.680587411),1492752.9954558096,6900787.680587411
8232,4,80.0,2.0,1.0,3.0,65.0,POINT (1491821.695765797 6899729.264201206),1491821.695765797,6899729.264201206
8234,3,100.0,1.0,1.0,1.0,19.0,POINT (1492377.650632426 6900675.705134665),1492377.650632426,6900675.705134665
8237,2,94.0,1.0,1.0,1.0,65.0,POINT (1492719.348388708 6899932.610686639),1492719.348388708,6899932.610686639
8240,2,98.0,1.0,1.0,1.0,37.0,POINT (1491933.481093895 6899899.269477179),1491933.4810938954,6899899.269477179
8241,2,93.0,1.0,1.0,1.0,30.0,POINT (1491764.834832332 6901010.229083165),1491764.8348323319,6901010.229083165
8243,2,100.0,1.0,1.0,1.0,45.0,POINT (1492664.402480972 6899643.834146901),1492664.4024809718,6899643.834146901
8244,2,91.0,1.0,1.0,1.0,30.0,POINT (1491861.444396352 6900499.213547134),1491861.4443963517,6900499.213547134
8245,2,90.0,1.0,1.0,1.0,35.0,POINT (1493030.560448591 6898687.815746662),1493030.5604485914,6898687.815746662
8247,2,70.0,1.0,1.0,1.0,24.0,POINT (1491867.870935746 6900649.926622285),1491867.8709357462,6900649.926622285
8248,2,100.0,1.0,1.0,1.0,89.0,POINT (1493047.304376971 6899157.623687428),1493047.3043769712,6899157.623687428
8249,2,100.0,1.0,1.0,1.0,60.0,POINT (1493009.379200357 6899899.324521067),1493009.379200357,6899899.324521067
8250,2,93.0,1.0,1.0,1.0,65.0,POINT (1492984.252130424 6899260.4381842),1492984.2521304241,6899260.4381842
8251,2,98.0,1.0,1.0,2.0,35.0,POINT (1492713.969836547 6899740.524229214),1492713.9698365473,6899740.524229214
8253,4,93.0,3.0,1.0,3.0,95.0,POINT (1492389.153279608 6901301.989280986),1492389.1532796076,6901301.989280986
8255,4,100.0,2.0,2.0,2.0,180.0,POINT (1493133.309569727 6900452.026041887),1493133.3095697272,6900452.026041887
8256,1,97.0,1.0,0.5,1.0,36.0,POINT (1492174.327477391 6900009.892273172),1492174.3274773909,6900009.892273172
8257,2,90.0,1.0,1.0,1.0,35.0,POINT (1492983.183223967 6900759.919780683),1492983.183223967,6900759.919780683
8258,2,88.0,0.0,1.0,1.0,49.0,POINT (1492449.971227819 6899485.68126974),1492449.9712278189,6899485.68126974
8261,4,100.0,2.0,1.0,2.0,48.0,POINT (1492371.579837014 6899555.979969019),1492371.5798370142,6899555.979969019
8262,3,80.0,2.0,1.0,3.0,89.0,POINT (1491683.762025064 6900619.874033536),1491683.7620250639,6900619.874033536
8265,2,95.0,1.0,1.0,1.0,55.0,POINT (1492630.460456274 6899718.086835654),1492630.460456274,6899718.086835654
8266,2,80.0,1.0,1.0,2.0,60.0,POINT (1493060.397808579 6900357.171944162),1493060.3978085793,6900357.171944162
8267,3,70.0,0.0,1.0,1.0,45.0,POINT (1492548.201811518 6898669.756289963),1492548.2018115176,6898669.756289963
8270,5,60.0,2.0,1.0,3.0,90.0,POINT (1492330.748938569 6899945.464012965),1492330.7489385689,6899945.464012965
8272,2,99.0,1.0,1.0,1.0,45.0,POINT (1493135.132056357 6899403.305394066),1493135.1320563566,6899403.3053940665
8273,6,91.0,1.0,2.0,3.0,30.0,POINT (1492301.156396125 6900143.933522234),1492301.1563961247,6900143.933522234
8274,2,94.0,1.0,1.0,1.0,32.0,POINT (1493119.787004388 6900425.04458597),1493119.787004388,6900425.04458597
8275,2,100.0,1.0,1.0,2.0,38.0,POINT (1492856.256125379 6901214.171195135),1492856.2561253794,6901214.1711951345
8276,2,100.0,1.0,1.0,1.0,27.0,POINT (1491825.641729631 6900821.409891621),1491825.6417296312,6900821.409891621
8277,2,100.0,1.0,1.0,1.0,38.0,POINT (1492535.135810252 6900048.229979808),1492535.1358102516,6900048.2299798075
8278,2,95.0,1.0,1.0,1.0,45.0,POINT (1493091.869788388 6900447.617131981),1493091.8697883876,6900447.617131981
8279,2,95.0,1.0,1.0,1.0,65.0,POINT (1493105.573525315 6900262.943026018),1493105.5735253154,6900262.943026018
8280,4,99.0,1.0,1.0,2.0,33.0,POINT (1492543.878409374 6899758.335755325),1492543.8784093743,6899758.335755325
8281,3,96.0,1.0,1.0,3.0,60.0,POINT (1492859.022509647 6898727.659753013),1492859.022509647,6898727.659753013
8282,3,100.0,2.0,1.0,3.0,95.0,POINT (1492159.556858956 6900729.48653159),1492159.5568589556,6900729.48653159
8283,2,100.0,1.0,1.0,1.0,70.0,POINT (1491796.853281288 6899741.018363154),1491796.853281288,6899741.0183631545
8284,3,100.0,2.0,1.0,1.0,65.0,POINT (1493167.545159812 6901050.831711461),1493167.545159812,6901050.831711461
8285,4,100.0,1.0,1.0,1.0,39.0,POINT (1492040.210861287 6900478.542308838),1492040.2108612868,6900478.542308838
8286,2,100.0,1.0,1.0,1.0,121.0,POINT (1492204.590222386 6900767.655167752),1492204.5902223864,6900767.655167752
8287,4,100.0,2.0,1.0,2.0,119.0,POINT (1492975.010347388 6898741.491446475),1492975.0103473878,6898741.491446475
8289,4,97.0,2.0,2.0,2.0,80.0,POINT (1492901.167043027 6899361.015131805),1492901.1670430265,6899361.015131805
8290,2,76.0,1.0,1.0,2.0,49.0,POINT (1492875.583431054 6898601.571911901),1492875.5834310541,6898601.571911901
8291,2,100.0,1.0,1.0,1.0,49.0,POINT (1492604.7306513 6899916.206889444),1492604.7306512997,6899916.206889444
8292,3,96.0,1.0,1.0,1.0,79.0,POINT (1492746.287505513 6899557.176445454),1492746.2875055126,6899557.176445454
8293,6,88.0,3.0,1.0,3.0,75.0,POINT (1492745.229359595 6900828.577368186),1492745.2293595949,6900828.577368186
8294,3,92.0,1.0,1.0,1.0,69.0,POINT (1492376.131662548 6899389.426286356),1492376.131662548,6899389.426286356
8295,2,91.0,1.0,1.0,1.0,45.0,POINT (1492108.78868474 6900833.577080918),1492108.7886847402,6900833.577080918
8296,2,98.0,1.0,1.0,1.0,31.0,POINT (1492629.256551792 6899924.476259235),1492629.2565517917,6899924.476259235
8297,2,94.0,1.0,1.0,1.0,79.0,POINT (1491823.961716313 6900366.967366667),1491823.961716313,6900366.967366667
8301,4,89.0,1.0,1.0,2.0,68.0,POINT (1491673.308892549 6899929.901932757),1491673.3088925495,6899929.901932757
8302,2,100.0,1.0,1.0,1.0,40.0,POINT (1492198.004163538 6901081.77182748),1492198.0041635376,6901081.77182748
8303,4,93.0,2.0,1.0,2.0,159.0,POINT (1492557.028922965 6899671.184456399),1492557.0289229648,6899671.184456399
8305,2,99.0,1.0,1.0,1.0,65.0,POINT (1493139.213061873 6899826.662855669),1493139.2130618726,6899826.662855669
8306,2,100.0,1.0,1.0,1.0,27.0,POINT (1492760.249740202 6899921.50342789),1492760.2497402024,6899921.50342789
8307,2,92.0,0.0,1.0,1.0,54.0,POINT (1492430.201439261 6898576.467539427),1492430.201439261,6898576.467539427
8308,2,98.0,1.0,1.0,1.0,35.0,POINT (1492663.418995949 6900354.37557359),1492663.4189959492,6900354.37557359
8309,1,99.0,1.0,1.0,1.0,34.0,POINT (1491706.886972061 6900442.132386796),1491706.886972061,6900442.132386796
8310,2,100.0,1.0,1.0,1.0,49.0,POINT (1491823.453546861 6900734.421455177),1491823.4535468612,6900734.421455177
8311,4,100.0,1.0,1.0,1.0,75.0,POINT (1492138.912522874 6900788.016131849),1492138.9125228736,6900788.016131849
8312,3,94.0,1.0,1.0,1.0,25.0,POINT (1492778.441551353 6899394.353108202),1492778.4415513529,6899394.353108202
8313,4,99.0,2.0,2.0,2.0,115.0,POINT (1492429.38315594 6898702.953767286),1492429.3831559399,6898702.953767286
8316,4,90.0,1.0,1.0,2.0,39.0,POINT (1492734.323462902 6900718.371674952),1492734.3234629019,6900718.371674952
8318,1,80.0,1.0,1.0,1.0,30.0,POINT (1491904.081067361 6900485.859285781),1491904.081067361,6900485.859285781
8319,2,100.0,1.0,1.0,1.0,60.0,POINT (1493153.523332578 6899975.525588308),1493153.5233325784,6899975.5255883075
8321,2,100.0,1.0,1.0,2.0,30.0,POINT (1492911.287937672 6899596.746516431),1492911.2879376716,6899596.746516431
8322,3,100.0,1.0,1.0,2.0,99.0,POINT (1492992.901714599 6899367.538442043),1492992.9017145995,6899367.538442043
8323,2,90.0,1.0,1.0,1.0,85.0,POINT (1491584.042448791 6900993.672710569),1491584.0424487907,6900993.672710569
8324,6,93.0,3.0,2.0,4.0,190.0,POINT (1493094.426895845 6899474.609416985),1493094.4268958454,6899474.609416985
8326,6,80.0,2.0,1.0,3.0,95.0,POINT (1492486.379896562 6898690.474516502),1492486.3798965623,6898690.474516502
8327,7,95.0,3.0,1.0,3.0,240.0,POINT (1493157.135590022 6900695.039662479),1493157.1355900222,6900695.039662479
8328,2,86.0,1.0,1.0,1.0,45.0,POINT (1492802.084185227 6899796.313206956),1492802.084185227,6899796.313206956
8329,2,100.0,1.0,1.0,1.0,60.0,POINT (1492561.79700056 6899518.952259532),1492561.7970005604,6899518.952259532
8330,2,98.0,0.0,1.0,1.0,25.0,POINT (1492828.010078743 6900797.259619392),1492828.0100787433,6900797.2596193915
8331,2,87.0,1.0,1.0,1.0,65.0,POINT (1492265.890282477 6900119.438757499),1492265.8902824768,6900119.438757499
8332,2,80.0,1.0,1.0,1.0,39.0,POINT (1492440.956916562 6900209.130395763),1492440.956916562,6900209.130395763
8333,6,100.0,2.0,2.0,3.0,79.0,POINT (1492935.876358213 6900039.230482803),1492935.8763582127,6900039.230482803
8334,2,100.0,1.0,1.0,1.0,30.0,POINT (1492032.33712223 6901080.020518824),1492032.3371222296,6901080.0205188235
8335,2,98.0,1.0,1.0,1.0,45.0,POINT (1492821.115998968 6899689.593762117),1492821.1159989676,6899689.5937621165
8336,2,96.0,1.0,1.0,1.0,75.0,POINT (1492527.654529587 6899737.542052623),1492527.654529587,6899737.542052623
8337,2,90.0,2.0,1.0,2.0,42.0,POINT (1492427.472083829 6899301.759223072),1492427.472083829,6899301.759223072
8338,2,95.0,1.0,1.0,1.0,50.0,POINT (1493032.769929681 6899938.774832721),1493032.7699296812,6899938.774832721
8339,2,93.0,1.0,1.0,1.0,49.0,POINT (1491905.196892446 6900900.869766836),1491905.1968924464,6900900.869766836
8340,2,100.0,1.0,1.5,1.0,26.0,POINT (1493048.258432806 6898565.410214093),1493048.2584328062,6898565.410214093
8343,2,89.0,1.0,1.0,1.0,59.0,POINT (1492677.245930878 6899952.541385238),1492677.2459308775,6899952.541385238
8344,2,100.0,1.0,1.0,1.0,49.0,POINT (1493334.527074044 6900968.484404746),1493334.5270740439,6900968.484404746
8346,2,100.0,1.0,1.0,1.0,80.0,POINT (1492738.929218823 6900028.316975141),1492738.9292188233,6900028.316975141
8347,2,40.0,1.0,1.0,1.0,25.0,POINT (1491967.119987617 6899901.359433925),1491967.119987617,6899901.359433925
8348,2,100.0,0.0,1.0,1.0,50.0,POINT (1492022.645760888 6899540.618652784),1492022.6457608882,6899540.618652784
8349,2,100.0,1.0,1.0,2.0,68.0,POINT (1491829.55046438 6899894.099884954),1491829.5504643803,6899894.099884954
8350,3,94.0,1.0,1.0,1.0,95.0,POINT (1493222.684709936 6901476.609072589),1493222.6847099364,6901476.609072589
8351,3,91.0,1.0,1.5,2.0,89.0,POINT (1493193.779079107 6899899.583596122),1493193.779079107,6899899.5835961215
8353,2,98.0,1.0,1.0,1.0,54.0,POINT (1492433.517288093 6900489.248984126),1492433.5172880925,6900489.248984126
8354,4,96.0,1.0,1.0,2.0,65.0,POINT (1492720.920227344 6899434.322054085),1492720.9202273437,6899434.322054085
8358,2,92.0,1.0,1.0,1.0,25.0,POINT (1493006.921368233 6899058.020014792),1493006.9213682332,6899058.020014792
8359,3,93.0,1.0,1.0,1.0,40.0,POINT (1492989.608077568 6899393.461442249),1492989.608077568,6899393.461442249
8360,3,98.0,1.0,2.0,1.0,58.0,POINT (1493025.742656328 6899018.575864005),1493025.7426563285,6899018.575864005
8361,2,88.0,1.0,1.0,1.0,41.0,POINT (1492643.776199593 6899407.901296083),1492643.7761995934,6899407.901296083
8363,2,96.0,1.0,1.0,1.0,48.0,POINT (1492394.96299553 6900085.772752678),1492394.9629955303,6900085.772752678
8364,3,100.0,1.0,1.0,2.0,59.0,POINT (1493017.106071513 6900023.510323947),1493017.1060715131,6900023.510323947
8365,4,95.0,1.0,1.0,2.0,50.0,POINT (1492915.473042615 6900147.372572599),1492915.473042615,6900147.372572599
8367,2,100.0,1.0,1.0,1.0,85.0,POINT (1492532.316512988 6899685.41904161),1492532.3165129884,6899685.41904161
8368,2,93.0,1.0,1.0,2.0,70.0,POINT (1493133.374276496 6899720.298488516),1493133.374276496,6899720.298488516
8369,2,100.0,1.0,1.0,1.0,40.0,POINT (1492809.020130417 6900062.533669822),1492809.020130417,6900062.533669822
8370,2,98.0,1.0,1.0,1.0,55.0,POINT (1491823.862603701 6899724.932105442),1491823.862603701,6899724.932105442
8371,2,91.0,1.0,1.0,1.0,30.0,POINT (1491926.22470163 6899817.245081751),1491926.2247016297,6899817.245081751
8372,1,94.0,1.0,1.0,2.0,35.0,POINT (1492002.90461962 6899709.979568502),1492002.90461962,6899709.979568502
